,source,author,title,description,url,urlToImage,publishedAt,content
1639,"{'id': None, 'name': 'Android Central'}",michael.hicks@futurenet.com (Michael L Hicks),These are the most important features hikers need on their smartwatch,"Hikers need a watch that ensures you'll never get lost, or you can call for help if you do. These are my favorite brands and the things they do better than their rivals.",https://www.androidcentral.com/wearables/choosing-best-smartwatches-for-maps-hiking,https://cdn.mos.cms.futurecdn.net/m3u8DGHgMUhcY8u2nkGt7g-1200-80.jpeg,2024-02-18T16:00:03Z,"(Image credit: Android Central)
In this weekly column, Android Central Fitness Editor Michael Hicks talks about the world of wearables, apps, and fitness tech related to running and health, in his q… [+10086 chars]"
1640,"{'id': None, 'name': 'Android Central'}",nicholas.sutrich@futurenet.com (Nicholas Sutrich),These AI glasses are being backed by the Pokemon Go CEO,"Brilliant Labs Frame is a new pair of smart glasses that aims to change the paradigm of existing designs, with a light weight and a light price to match.",https://www.androidcentral.com/wearables/brilliant-labs-frame-smart-glasses-announcement,https://cdn.mos.cms.futurecdn.net/ca26W9CaCNcRuL8QGQtkXa-1200-80.jpg,2024-02-08T20:45:40Z,"<ul><li>Brilliant Labs first pair of smart glasses, Frame, launches for $349 in April.</li><li>These glasses weigh only 39g and include a 3,000 nit single-eye display with custom prescription optics.… [+2884 chars]"
1641,"{'id': None, 'name': 'Android Central'}",techkritiko@gmail.com (Jay Bonggolto),Xiaomi 14 Ultra leak hints at a killer camera setup,"A new leak spills the beans on the Xiaomi 14 Ultra, revealing a powerhouse processor, a premium camera array, and more.",https://www.androidcentral.com/phones/xiaomi-14-ultra-specs-leak,https://cdn.mos.cms.futurecdn.net/7kgHtjkUuLcACxrHQ8rLNm-1200-80.jpg,2024-02-10T22:04:24Z,"<ul><li>The global unveiling of the Xiaomi 14 series is set for February 25, with the spotlight on the top-tier Xiaomi 14 Ultra promising an exceptional camera experience.</li><li>Tipster Yogesh Brar… [+2524 chars]"
1642,"{'id': None, 'name': 'Android Central'}",harish.jonnalagadda@futurenet.com (Harish Jonnalagadda),OnePlus 12 vs. Apple iPhone 15 Pro Max: A surprisingly close contest,"The OnePlus 12 delivers the best value among all 2024 flagships, and I called it the flagship killer. So let's see how it goes up against the ultimate flagship: the iPhone 15 Pro Max.",https://www.androidcentral.com/phones/oneplus-12-vs-apple-iphone-15-pro-max,https://cdn.mos.cms.futurecdn.net/uMRLDMQoTPhqLXwxR4hBdd-1200-80.jpg,2024-02-20T07:48:23Z,"OnePlus 12 vs. iPhone 15 Pro Max: Design
Why you can trust Android Central 
Our expert reviewers spend hours testing and comparing products and services so you can choose the best for you. Find out… [+15969 chars]"
1643,"{'id': None, 'name': 'Android Central'}",patrick.farmer@futurenet.com (Patrick Farmer),The Google Pixel Fold has suddenly crashed to a record low price at Best Buy — but how long will it last?,"Best Buy and Amazon are both slashing a huge $400 off the price of the Google Pixel Fold, a premium foldable that rarely receives any kind of discount.",https://www.androidcentral.com/phones/the-google-pixel-fold-has-suddenly-crashed-to-a-record-low-price-at-best-buy-but-how-long-will-it-last,https://cdn.mos.cms.futurecdn.net/2BU36Tmg4sBRsBTXSrJhke-1200-80.jpg,2024-02-13T18:36:02Z,"Everyone loves the idea of a foldable phone designed by Google, but without a good Pixel Fold deal, you're going to have to spend a lot of cash. Fortunately, those days may soon be over, as Best Buy … [+1749 chars]"
1644,"{'id': None, 'name': 'Android Central'}",Zachary Visconti,Keep your home safe with $350 OFF this Arlo Pro 4 security camera bundle,"Best Buy is offering $350 off this three-pack of Arlo Pro 4 security cameras, so you can stay safe without breaking the bank.",https://www.androidcentral.com/accessories/smart-home/keep-your-home-safe-with-dollar350-off-this-arlo-pro-4-security-camera-bundle,https://cdn.mos.cms.futurecdn.net/2eAHYQehzPtxRxdtmixSQd-1200-80.jpg,2024-02-21T17:00:36Z,Keeping your home safe has never been easier with security camera deals like this! Get $350 off the price of a three-pack of Arlo Pro 4 home security cameras right now when you shop with Best Buy. Th… [+1459 chars]
1645,"{'id': None, 'name': 'Android Central'}",tips@androidcentral.com (Mishaal Rahman),Here's every Android feature we expect in Google's next Pixel Feature Drop,"The upcoming Pixel Feature Drop for March 2024 is poised to bring loads of new features to Google’s apps, but it’s also going to add several new Android OS features.",https://www.androidcentral.com/apps-software/android-14-qpr2-expected-features,https://cdn.mos.cms.futurecdn.net/tnZYT9CK7MaivrNEDJhLmn-1200-80.jpg,2024-02-08T07:00:56Z,"Every quarter, Google breathes new life into its Pixel lineup with a Pixel Feature Drop. Each Pixel Feature Drop brings new software features exclusive to Pixel phones, ranging from incredibly useful… [+8542 chars]"
1646,"{'id': None, 'name': 'Android Central'}",namerah.saud-fatmi@futurenet.com (Namerah Saud Fatmi),EarFun Free Pro 3 review: The best compact earbuds to buy on a budget this year,EarFun's Free Pro 3 earbuds are compact and comfortable. They sound great and support wireless charging too.,https://www.androidcentral.com/accessories/audio/earfun-free-pro-3-review,https://cdn.mos.cms.futurecdn.net/UMWmzCRa7Pc4aKk5MCHn9K-1200-80.jpg,2024-02-21T07:00:54Z,"After spending a good few months with the EarFun Free Pro 3, I can say these mid-range wireless earbuds easily contend for some of the best buds under $100. The price is right, you get premium featur… [+6778 chars]"
1647,"{'id': None, 'name': 'Android Central'}",vishnu.skar@gmail.com (Vishnu Sarangapurkar),Xiaomi 14 series to take on Galaxy S24 devices at global stage on February 25,"With MWC 2024 just around the corner, Xiaomi is gearing up to bring its best Android phones to a broader audience with a global launch.",https://www.androidcentral.com/phones/xiaomi-14-series-to-go-global-on-february-25-at-mwc,https://cdn.mos.cms.futurecdn.net/rbWaMkCTVXYQDaXNpancpS-1200-80.jpg,2024-02-08T19:47:48Z,<ul><li>The Xiaomi 14 series now has a global launch date.</li><li>The Xiaomi 14 and the Pro will launch on February 25 at MWC Barcelona.</li><li>The Snapdragon 8 Gen 3 powered duo with Leica cameras… [+2313 chars]
1648,"{'id': None, 'name': 'Android Central'}",tips@androidcentral.com (Nickolas Diaz),Google Maps might start showing 'Plug and Charge' locations for EVs,"An APK dive showed Google plans to implement ""Plug and Charge"" support into Maps.",https://www.androidcentral.com/apps-software/google-maps-plug-and-charge-support-spotted,https://cdn.mos.cms.futurecdn.net/his9VmmZoSVjseELMC7FNC-1200-80.jpg,2024-02-16T20:08:02Z,"<ul><li>An APK deep dive shows Google is working to bring ""Plug and Charge"" information to Maps for EV drivers.</li><li>Plug and Charge is a charging method that lets the car do the heavy lifting for… [+2517 chars]"
1649,"{'id': None, 'name': 'Android Central'}",vishnu.skar@gmail.com (Vishnu Sarangapurkar),Xiaomi Watch 2 listing reveals a familiar Wear OS smartwatch,"Xiaomi Watch 2 Pro was released last year in select regions, and new evidence indicates its sibling is underway.",https://www.androidcentral.com/wearables/xiaomi-watch-2-spotted-ahead-of-release,https://cdn.mos.cms.futurecdn.net/qasWyVDBGrAHvoby2RxrMi-1200-80.jpg,2024-02-14T06:11:50Z,"<ul><li>New European retail listing reveals Xiaomi's upcoming Watch 2.</li><li>The device looks identical to the Watch 2 Pro in terms of design. However, the rotating dial is missing.</li><li>It is a… [+1979 chars]"
1650,"{'id': None, 'name': 'Android Central'}",techkritiko@gmail.com (Jay Bonggolto),Samsung Galaxy A35 and A55 leak suggests some sweet upgrades in the works,Leaked pictures of the upcoming Galaxy A55 and A35 show off a bunch of cool colors.,https://www.androidcentral.com/phones/samsung-galaxy-a35-and-galaxy-a55-have-leaked,https://cdn.mos.cms.futurecdn.net/Hcsri5xeu6iFsFYADYbytU-1200-80.jpg,2024-02-12T01:51:01Z,"<ul><li>A seasoned leaker has revealed pictures of Samsung's upcoming budget phones, the Galaxy A35 and A55, showcasing them in black, green, pink, and white.</li><li>The Galaxy A15 and A25 introduce… [+2251 chars]"
1651,"{'id': None, 'name': 'Android Central'}",vishnu.skar@gmail.com (Vishnu Sarangapurkar),Fresh Xiaomi 14 Ultra renders reveal the device in all its glory,"Xiaomi is bringing its flagship series later this month, and the first renders of Xiaomi 14 Ultra are out ahead of their launch.",https://www.androidcentral.com/phones/xiaomi-14-ultra-renders-leak,https://cdn.mos.cms.futurecdn.net/Yfqv9aR3yDi6uXZLLpacQT-1200-80.jpg,2024-02-15T15:19:40Z,"<ul><li>A new leak reveals high-quality renders of the Xiaomi 14 Ultra.</li><li>The flagship looks a lot like its predecessor, including Leica cameras.</li><li>The device will likely be priced at €14… [+2315 chars]"
1652,"{'id': None, 'name': 'Android Central'}",michael.hicks@futurenet.com (Michael L Hicks),"I never expected to love the Apple Watch Ultra 2 so much, and now I'm in trouble","I've tested the Apple Watch Ultra 2 for the past few months, and it's changed what I want from smartwatches. Worse, it's made me a fan of the squircle.",https://www.androidcentral.com/wearables/i-never-expected-to-love-apple-watch-ultra-2-so-much,https://cdn.mos.cms.futurecdn.net/7q5yJcsk6PYvebMfKdcLpR-1200-80.jpeg,2024-02-11T16:00:44Z,"(Image credit: Android Central)
In this weekly column, Android Central Fitness Editor Michael Hicks talks about the world of wearables, apps, and fitness tech related to running and health, in his q… [+8305 chars]"
1653,"{'id': None, 'name': 'Android Central'}",christinep2424@gmail.com (Christine Persaud),OnePlus 12 vs. OnePlus 11,"With the OnePlus 12 being recently released, the OnePlus 11 might seem outdated already. But that isn't necessarily the case.",https://www.androidcentral.com/phones/oneplus-12-vs-oneplus-11,https://cdn.mos.cms.futurecdn.net/K88rUhgcLu8jE6DWTdGim9-1200-80.jpg,2024-02-14T16:47:36Z,"So, you have your eye on OnePlus as a viable option in the Android phone space. You might be considering the newest OnePlus 12 vs. OnePlus 11, the latter of which has been on the market for just over… [+12049 chars]"
1654,"{'id': None, 'name': 'Android Central'}",harish.jonnalagadda@futurenet.com (Harish Jonnalagadda),Samsung Galaxy S24 Plus vs. iPhone 15 Plus: Which should you buy?,"Galaxy S24+ gets a lot right, but the iPhone 15 Plus has plenty to offer as well. So if you're looking to buy a new phone this year, which should you get?",https://www.androidcentral.com/phones/samsung-galaxy-s24-plus-vs-iphone-15-plus,,2024-02-14T13:06:18Z,"Samsung Galaxy S24 Plus vs. iPhone 15 Plus: Design and screen
Why you can trust Android Central 
Our expert reviewers spend hours testing and comparing products and services so you can choose the b… [+7601 chars]"
1655,"{'id': None, 'name': 'Android Central'}",christinep2424@gmail.com (Christine Persaud),Samsung Galaxy S24 Ultra vs. S22 Ultra,"It's a no-brainer to go for the latest Samsung Galaxy phone if money is no object, but if it is, you might be wondering if the Galaxy S22 Ultra is a viable option.",https://www.androidcentral.com/phones/samsung-galaxy-s24-ultra-vs-s22-ultra,https://cdn.mos.cms.futurecdn.net/Cq3ZabMPTQ7aCcYQuaY9bL-1200-80.jpg,2024-02-22T01:09:18Z,"When considering a Samsung Galaxy device, you might be looking at the Samsung Galaxy S24 Ultra vs. Samsung Galaxy S22 Ultra. On the one hand, the Samsung Galaxy S24 Ultra seems like the obvious choic… [+16754 chars]"
1656,"{'id': None, 'name': 'Android Central'}",tips@androidcentral.com (Chris Wedel),Amazon Echo Hub review: An underpowered great idea,The Amazon Echo Hub takes cues from the company's smart displays to give you a single screen to manage your smart home. I just wish it had the same power under the hood.,https://www.androidcentral.com/accessories/smart-home/amazon-echo-hub-review,https://cdn.mos.cms.futurecdn.net/arkZmWgVQzG5e5hRWcKa7E-1200-80.jpg,2024-02-21T14:00:30Z,"Amazon's efforts in the smart home space have improved over the past few years as the company continues expanding Alexa's capabilities. But aside from improving the digital assistant, Amazon has also… [+6545 chars]"
1657,"{'id': None, 'name': 'Android Central'}",harish.jonnalagadda@futurenet.com (Harish Jonnalagadda),Porsche Design Honor Magic V2 RSR review: The ultra-thin foldable gets turbocharged,"There's a new version of the Honor Magic V2 made by Porsche Design, and it is outstanding.",https://www.androidcentral.com/phones/porsche-design-honor-magic-v2-rsr-review,https://cdn.mos.cms.futurecdn.net/vcsQRngRSbaWy2K7Qinpj-1200-80.jpg,2024-02-13T12:29:42Z,"The biggest hurdle to using a foldable daily is the size; even though current-gen products are lighter than their predecessors, they're still significantly heavier and bulkier than regular phones. Ho… [+6912 chars]"
1658,"{'id': None, 'name': 'Android Central'}",andrew.myrick@futurenet.com (Andrew Myrick),Android phone vs. handheld gaming console: It's not an easy decision,"While our smartphones are incredible gaming devices, there's something to be said about having a dedicated portable handheld console. We break down the differences to help you decide which way you should go.",https://www.androidcentral.com/gaming/android-phone-vs-handheld-console,https://cdn.mos.cms.futurecdn.net/DHdqeTprTWg5rKNT5zzqX3-1200-80.jpg,2024-02-09T09:00:13Z,"(Image credit: Nicholas Sutrich / Android Central)
Beyond the Alphabet is a weekly column that focuses on the tech world both inside and out of the confines of Mountain View.
With the rise in popul… [+7689 chars]"
1659,"{'id': None, 'name': 'MacRumors'}",Joe Rossignol,Apple Increases iPhone 15's Advertised Battery Lifespan,"In a support document updated today, Apple says the batteries in the iPhone 15, iPhone 15 Plus, iPhone 15 Pro, and iPhone 15 Pro Max are designed to retain 80% of their original capacity at 1,000 complete charge cycles under ideal conditions, which is double …",https://www.macrumors.com/2024/02/20/apple-raises-iphone-15-advertised-battery-lifespan/,https://images.macrumors.com/t/RJXb5sWPjbDh-shC9-0MSfLILK0=/2500x/article-new/2023/09/iPhone-15-Pro-Lineup-Feature-Gray.jpg,2024-02-20T21:31:13Z,"In a support document updated today, Apple says the batteries in the iPhone 15, iPhone 15 Plus, iPhone 15 Pro, and iPhone 15 Pro Max are designed to retain 80% of their original capacity at 1,000 com… [+1155 chars]"
1660,"{'id': None, 'name': 'MacRumors'}",Tim Hardwick,'Apple Ring' Allegedly in Development to Rival Samsung Galaxy Ring,"Apple is speeding up development of a smart ring that can be worn on the finger to track users' health biometrics, claims a new report coming out of Korea.



Teaser image of Samsung Galaxy Ring shown at Galaxy Unpacked in January

Apple has toyed with the id…",https://www.macrumors.com/2024/02/20/apple-ring-allegedly-in-development/,https://images.macrumors.com/t/hICYirQWvhgr2xug3a6EWzfPUb4=/1600x/article-new/2024/02/samsung-galaxy-ring.jpg,2024-02-20T10:27:13Z,"Apple is speeding up development of a smart ring that can be worn on the finger to track users' health biometrics, claims a new report coming out of Korea.
Teaser image of Samsung Galaxy Ring shown … [+2283 chars]"
1661,"{'id': None, 'name': 'MacRumors'}",Juli Clover,Meta CEO Mark Zuckerberg Says Quest 3 is Better Than Apple Vision Pro,"Meta CEO Mark Zuckerberg today compared the Apple Vision Pro to the $500 Meta Quest 3 in an Instagram video, and provided several reasons why he thinks Meta's headset is better than Apple's.





According to Zuckerberg, the Quest 3 is better ""for the vast ma…",https://www.macrumors.com/2024/02/13/meta-quest-3-apple-vision-pro-zuckerberg/,https://images.macrumors.com/t/YofL7TQbBNKNiJSE0ijOY1PLueY=/1600x/article-new/2023/09/meta-quest-3.jpg,2024-02-14T01:41:06Z,"Meta CEO Mark Zuckerberg today compared the Apple Vision Pro to the $500 Meta Quest 3 in an Instagram video, and provided several reasons why he thinks Meta's headset is better than Apple's.
Accordi… [+2370 chars]"
1662,"{'id': None, 'name': 'MacRumors'}",Juli Clover,iOS 17.4 Beta: All the New Features,"Apple today is working on a new iOS 17.4 update that brings some major changes to the iPhone (and the iPad) in Europe. Some of the biggest updates are only going to update people in the European Union, but there are also plenty of features in iOS 17.4 that ar…",https://www.macrumors.com/guide/ios-17-4-beta-features/,https://images.macrumors.com/t/-Vlu6kXO7GZc7DWz2bk1ibNxhuo=/2500x/article-new/2024/01/iOS-17.4-Feature-Blue.jpg,2024-02-08T00:37:00Z,Apple today is working on a new iOS 17.4 update that brings some major changes to the iPhone (and the iPad) in Europe. Some of the biggest updates are only going to update people in the European Unio… [+8967 chars]
1663,"{'id': None, 'name': 'CNET'}",Daniel I. Dorfman,How Powerful Should Your Home Battery Be? - CNET,"If you're looking to install a home battery, you'll want to know how much power it can handle.",https://www.cnet.com/home/energy-and-utilities/how-powerful-should-your-home-battery-be/,https://www.cnet.com/a/img/resize/acd22ae4dc69986029862b3d26965e9e0587656f/hub/2024/02/19/c9483f04-deb3-4ec3-b8e1-fae9bb7f5b46/gettyimages-1138131240.jpg?auto=webp&fit=crop&height=675&width=1200,2024-02-19T23:30:04Z,"Home batteries are a lot bigger and more complicated than the small AA batteries you put in your household gadgets. All those numbers on the specification sheet are confusing, and choosing poorly can… [+11431 chars]"
1664,"{'id': None, 'name': 'CNET'}",Oliver Haslam,"Dyson's V8 Animal Extra Stick Vac Can Help Rid Your Home of Pet Hair, and It's $130 Off for Presidents Day - CNET",Pet owners know all too well how difficult hair can be to clean up but this Dyson V8 Animal Extra has the answer with $130 off at QVC.,https://www.cnet.com/deals/dysons-v8-animal-extra-stick-vac-can-help-rid-your-home-of-pet-hair-and-its-130-off-for-presidents-day/,https://www.cnet.com/a/img/resize/b56e18e3f95010a7fdc225e81dbf0210d3e8fe43/hub/2024/02/15/2d74cb19-6bc7-40e2-8f57-7392f11d3f03/dyson-v8-animal.jpg?auto=webp&fit=crop&height=675&width=1200,2024-02-15T14:33:52Z,There are tons of great stick vacuums on the market today but very few are designed specifically to deal with the most annoying thing known to humankind -- trying to clean up after a pet. Vacuuming u… [+1683 chars]
1665,"{'id': None, 'name': 'CNET'}",David Lumb,Galaxy S24 Ultra: Everything New Over the S23 Ultra (and Should You Upgrade) - CNET,Here's what's new in the Samsung S24 Ultra and whether it's worth swapping out last year's premium S23.,https://www.cnet.com/tech/mobile/galaxy-s24-ultra-everything-new-over-the-s23-ultra-and-should-you-upgrade/,https://www.cnet.com/a/img/resize/c41c4d854ba46761118c52f7e0414876d825e762/hub/2024/01/15/98c5d04e-9142-45af-b854-ac5bcde0fc1b/p1021068.jpg?auto=webp&fit=crop&height=675&width=1200,2024-02-10T11:30:04Z,"To kick off the year, Samsung unveiled its newest Galaxy S24 phones at its Unpacked event in January. At the top end of the lineup is the Galaxy S24 Ultra, which has a handful of new features over la… [+9563 chars]"
1666,"{'id': None, 'name': 'CNET'}",Andrew Lanxon,MWC 2024: Your Insider's Guide to the World's Biggest Phone Tech Event - CNET,"The largest mobile tech show is happening next week in Barcelona, and we'll be there in person.",https://www.cnet.com/tech/mobile/mwc-2024-your-insiders-guide-to-the-worlds-biggest-phone-tech-event/,https://www.cnet.com/a/img/resize/8534905ee95a5b6ff70cf901c2f102f4fc885c99/hub/2023/07/10/d5311f93-b398-4f44-a715-7536ef75c782/5g6a9250.jpg?auto=webp&fit=crop&height=675&width=1200,2024-02-21T10:30:03Z,"Mobile World Congress sees almost all of the world's biggest tech companies descend on Barcelona every year to show off the latest and greatest in mobile technology. This year will be no different, w… [+23427 chars]"
1667,"{'id': None, 'name': 'CNET'}",Lexy Savvides,The Apple Watch Changed How I Ride My Bike - CNET,Commentary: Live Activities instantly turns your iPhone into a bike computer. It's good enough for me that I don't need anything else.,https://www.cnet.com/tech/mobile/the-apple-watch-changed-how-i-ride-my-bike/,https://www.cnet.com/a/img/resize/3220388022f2cf02113716eb588113bf1fdee906/hub/2024/02/19/ff8cc4b6-3aef-4d7c-8472-2b6375680835/applewatch-iphone-bike.jpg?auto=webp&fit=crop&height=675&width=1200,2024-02-19T13:00:09Z,"Someone at Apple is a keen cyclist, and for that, I'm eternally grateful. The Apple Watch has gained a range of helpful features for cyclists over the past few years that's made my riding experience … [+6573 chars]"
1668,"{'id': None, 'name': 'CNET'}",David Watsky,Best Air Fryer in 2024 - CNET,"We tested a few popular models to find the best overall oven, best budget air fryer, small air fryer and more. Here are our top picks.",https://www.cnet.com/home/kitchen-and-household/the-best-air-fryer-tested-by-cnet/,https://www.cnet.com/a/img/resize/fca8c6b1b07145130a923d247742ee3c249e9f3b/hub/2022/08/19/7d07e983-a153-4c79-a497-a02e361ea42b/air-fyrer-4x4-3.jpg?auto=webp&fit=crop&height=675&width=1200,2024-02-15T23:00:00Z,""" image-credit=""Ninja"" image-alt-text=""Ninja Air Fryer"" image-filename=""screen-shot-2022-11-14-at-9-16-57-am.png"" image-width=""1136"" image-height=""810"" image-date-created=""2022-11-14"" image-do-not-cr… [+59449 chars]"
1669,"{'id': 'business-insider', 'name': 'Business Insider'}","ktangalakislippert@businessinsider.com (Katherine Tangalakis-Lippert,Hannah Getahun)",Wife of Tesla employee who died in what may have been the first 'full self-driving' crash said she and her husband were 'guinea pigs',Tesla hasn't acknowledged the death of an employee driving one of its cars in what may have been the first fatality linked to its self-driving feature.,https://www.businessinsider.com/tesla-employee-died-full-self-driving-fatal-crash-2024-2,https://i.insider.com/65cc35d194aa8ee8e84b2027?width=1200&format=jpeg,2024-02-14T04:45:09Z,"Hans von Ohain, a Tesla recruiter, died in a car crash on a Colorado mountain road after his Tesla Model 3 veered off the road and barreled into a tree, bursting into flames, according to a new repor… [+3388 chars]"
1670,"{'id': None, 'name': 'MacRumors'}",Tim Hardwick,Waterfield Vision Pro Shield Case Is Half the Size of Apple's Travel Case,"Waterfield has announced its own Vision Pro Shield Case, a more compact alternative to Apple's official $199 Travel Case for the company's new headset.



Apple's Vision Pro Travel Case (left) versus Waterfield case

At half the size of Apple's case, Waterfie…",https://www.macrumors.com/2024/02/08/waterfield-new-vision-pro-shield-case/,https://images.macrumors.com/t/W4TI5UxCYJPuApl9TlgE46sUdhY=/1920x/article-new/2024/02/waterfield-apple-vision-pro-case.jpg,2024-02-08T11:29:21Z,"Waterfield has announced its own Vision Pro Shield Case, a more compact alternative to Apple's official $199 Travel Case for the company's new headset.
Apple's Vision Pro Travel Case (left) versus W… [+1749 chars]"
1671,"{'id': None, 'name': 'MacRumors'}",Juli Clover,Apple Releases watchOS 10.3.1 With Bug Fixes,"Apple today released watchOS 10.3.1, a minor update to the watchOS 10 operating system that was released in September. watchOS 10.3.1 comes a few weeks after the launch of watchOS 10.3, an update that brought a new watch face.





‌‌watchOS 10‌‌‌.3.1 can be …",https://www.macrumors.com/2024/02/08/apple-releases-watchos-10-3-1-with-bug-fixes/,https://images.macrumors.com/t/GBRStmb0slqOu4vV6JtjvRhytn0=/2560x/article-new/2023/09/watchOS-10-Launch-Feature.jpg,2024-02-08T18:34:55Z,"Apple today released watchOS 10.3.1, a minor update to the watchOS 10 operating system that was released in September. watchOS 10.3.1 comes a few weeks after the launch of watchOS 10.3, an update tha… [+434 chars]"
1672,"{'id': None, 'name': 'MacRumors'}",Juli Clover,Apple Seeds Third Beta of watchOS 10.4 to Developers,"Apple today seeded the third beta of an upcoming watchOS 10.4 update to developers for testing purposes, with the beta coming a week after the release of the second watchOS 10.4 beta.





To install the ‌watchOS 10.4‌ update, developers need to open the Appl…",https://www.macrumors.com/2024/02/13/watchos-10-4-beta-3/,https://images.macrumors.com/t/T9LvCyX5TC3cEOOFDRFgVrtLZTs=/1920x/article-new/2023/06/Apple-Watch-Faces-watchOS-10-Feature-Blue.jpg,2024-02-13T18:04:00Z,"Apple today seeded the third beta of an upcoming watchOS 10.4 update to developers for testing purposes, with the beta coming a week after the release of the second watchOS 10.4 beta.
To install the… [+795 chars]"
1673,"{'id': None, 'name': 'MacRumors'}",Tim Hardwick,Apple Negotiating With OLED Suppliers for Next Year's iPhone SE 4,"Several of Apple's display suppliers have proposed their prices for supplying OLED displays for the fourth-generation iPhone SE, The Elec reports.





Samsung Display, BOE, and Tianma are all said to have entered their proposed prices for OLED panels for the…",https://www.macrumors.com/2024/02/16/apple-iphone-se-4-oled-panel-orders/,https://images.macrumors.com/t/OoSa3F8nZB6xu08a8tGb-PkN124=/2500x/article-new/2023/02/iphone-se-4-modified-flag-edges.jpg,2024-02-16T10:13:10Z,"Several of Apple's display suppliers have proposed their prices for supplying OLED displays for the fourth-generation iPhone SE, The Elec reports.
Samsung Display, BOE, and Tianma are all said to ha… [+1361 chars]"
1674,"{'id': None, 'name': 'MacRumors'}",Tim Hardwick,Apple Vision Pro Could Take Four Generations to Reach 'Ideal Form',"Realizing the Apple Vision Pro headset's ""ideal form"" could take four successive generations of the device, some people in Apple's Vision Products Group believe. That's according to well-connected Bloomberg reporter Mark Gurman. 





Writing in his latest Po…",https://www.macrumors.com/2024/02/11/apple-vision-pro-fourth-generation-ideal/,https://images.macrumors.com/t/I55gBLWK0Trxh_VWrZmLbW80ZYI=/1600x/article-new/2023/06/Apple-Vision-Pro-at-Steve-Jobs-Theater.jpeg,2024-02-11T14:48:14Z,"Realizing the Apple Vision Pro headset's ""ideal form"" could take four successive generations of the device, some people in Apple's Vision Products Group believe. That's according to well-connected Bl… [+1869 chars]"
1675,"{'id': None, 'name': 'MacRumors'}",MacRumors Staff,"Top Stories: Apple Vision Pro Launch Recap, iOS 17.4 Beta Features, and More","Apple Vision Pro has been out for a week, so regular users are starting to get settled in with the new device and sharing their thoughts on it while teardown experts have been digging into the hardware.





Beyond all the news surrounding Apple's long-antici…",https://www.macrumors.com/2024/02/10/top-stories-apple-vision-pro-launch-recap/,https://images.macrumors.com/t/5KfKCbRXL5KOvuCSMaHrczoIOPs=/1600x/article-new/2024/02/top-stories-10feb2024.jpg,2024-02-10T14:00:00Z,"Apple Vision Pro has been out for a week, so regular users are starting to get settled in with the new device and sharing their thoughts on it while teardown experts have been digging into the hardwa… [+3490 chars]"
1676,"{'id': None, 'name': 'NPR'}",Jaclyn Diaz,Youth with autism are more likely to be arrested. A Nevada judge wants to remedy that,"Judge Sunny Bailey started a specialty court program in 2018 called DAAY Court or the detention alternative for autistic youth treatment. ""It'll help other people like me,"" says one autistic teen.""",https://www.npr.org/2024/02/12/1230092751/las-vegas-autism-court-daay,https://media.npr.org/assets/img/2024/02/09/2024-01-nevadaautismcourtprogram--kramirez-_40_wide-7220b5b40c77b2c33a4eee1eb02eadcdeb17d368-s1400-c100.jpg,2024-02-12T10:00:42Z,"Melody and her daughter Angeleena O'Connor, 16, at their home in Las Vegas. Angeleena has autism in addition to anxiety, bipolar disorder and intermittent explosive disorder, among other diagnoses th… [+17599 chars]"
1677,"{'id': 'business-insider', 'name': 'Business Insider'}","Elizabeth McCauley,Robert Leslie,Brittany Stephanis",The true cost of mining electric car-battery metals,Your average EV has six times more mineral content than a petrol- or diesel-powered vehicle. But what's the cost of mining all these metals?,https://www.businessinsider.com/true-cost-of-mining-electric-car-battery-metals-2024-2,https://i.insider.com/65c4f31443bb77284ba4e4a3?width=1200&format=jpeg,2024-02-08T18:03:01Z,"Your average EV has six times more mineral content than a petrol- or diesel-powered vehicle. All those metals need to be dug, scraped, blasted, or leached out of the earth. There is massive demand fo… [+130 chars]"
1678,"{'id': 'business-insider', 'name': 'Business Insider'}",Antonio Villas-Boas,Google Pixel 8 Pro review: Unrivaled cameras make it one of the top high-end phones,The Google Pixel 8 Pro stands out among premium Android phones with its superb camera system and battery life.,https://www.businessinsider.com/guides/tech/google-pixel-8-pro-review,https://i.insider.com/65cfbf3ff533b039a884d3dd?width=1200&format=jpeg,2024-02-16T22:56:02Z,"When you buy through our links, Business Insider may earn an affiliate commission. Learn more
As the latest flagship representative for Google's Pixel line, the Google Pixel 8 Pro is a top-tier devi… [+12001 chars]"
1679,"{'id': 'business-insider', 'name': 'Business Insider'}",Ana Altchek,Tesla's new update is designed to make charging in the cold less of a headache,"A Tesla can now automatically warm up its charging port on its way to a station, which should help prevent chargers from getting stuck in cold weather.",https://www.businessinsider.com/tesla-software-update-auto-warm-charging-port-inlet-cold-weather-2024-2,https://i.insider.com/65ce5306f533b039a8840d93?width=1200&format=jpeg,2024-02-15T18:08:14Z,"Tesla's latest update preheats the car's charging port on the way to a charging station in cold weather.Getty/Eva Kongshavn
<ul><li>Tesla's latest software feature should help prevent chargers from … [+2340 chars]"
